#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Tipo_negoziazione,N_Negoziazioni_Pubblicate,Valore_economico_Base_Asta,Perc_Negoziazioni_base_asta,Perc_RdO_con_invito_selettivo,N_medio_fornitori_invitati,Tempo_medio_offerte,N_PA_Appaltanti,N_PO
"2018","COMUNI","LAZIO","TD","3525","18814258,8","60,51",,,"4,11","260","724"
"2018","COMUNI","MARCHE","TD","4453","21380834,17","64,36",,,"3,7","193","565"
"2018","COMUNI","MOLISE","TD","350","1604157,2","49,71",,,"2,64","88","124"
"2018","COMUNI","PUGLIA","TD","3048","18091125,49","63,02",,,"3,67","222","717"
"2018","COMUNI","UMBRIA","TD","1390","5944664,43","59,28",,,"4,22","83","238"
"2018","COMUNI","VENETO","TD","17217","90300418","57,86",,,"5,53","542","1727"
"2018","COMUNI","ABRUZZO","TD","2269","11552363,61","57,16",,,"3,75","198","435"
"2018","COMUNI","LIGURIA","TD","3415","16258702,27","61,05",,,"4,95","180","482"
"2018","COMUNI","SICILIA","TD","3700","16678638,88","49,92",,,"3,63","332","886"
"2018","COMUNI","TOSCANA","TD","2168","7809717,04","39,16",,,"5","221","523"
"2018","COMUNI","CALABRIA","TD","2539","10900814,97","49,63",,,"3,85","316","666"
"2018","COMUNI","CAMPANIA","TD","4665","38734688,06","62,81",,,"3,91","397","1006"
"2018","COMUNI","PIEMONTE","TD","10678","50052513,76","62,61",,,"5,33","885","1914"
"2018","COMUNI","SARDEGNA","TD","3157","16281089,24","57,27",,,"3,97","337","773"
"2018","COMUNI","LOMBARDIA","TD","5012","15812905,37","44,79",,,"4,57","868","1575"
"2018","COMUNI","BASILICATA","TD","540","2851209,63","56,85",,,"3,07","88","171"
"2018","COMUNI","VALLE D'AOSTA","TD","591","1546726,33","49,75",,,"4,47","66","110"
"2018","COMUNI","EMILIA ROMAGNA","TD","8263","38311351,21","61,91",,,"5,01","304","1101"
"2018","COMUNI","TRENTINO ALTO ADIGE","TD","237","530968,05","41,77",,,"5,31","61","91"
"2018","COMUNI","FRIULI VENEZIA GIULIA","TD","5534","25369769,95","67,33",,,"4,46","211","680"
"2018","REGIONI","LAZIO","TD","50","510339,32","88",,,"4,13","1","10"
"2018","REGIONI","MARCHE","TD","125","2345723,05","78,4",,,"6,58","1","20"
"2018","REGIONI","MOLISE","TD","23","203200,01","69,57",,,"4,08","1","8"
"2018","REGIONI","PUGLIA","TD","2",,"0",,,"0,2","1","1"
"2018","REGIONI","UMBRIA","TD","88","991218,37","84,09",,,"4,09","1","2"
"2018","REGIONI","VENETO","TD","230","2428131,85","66,96",,,"6,26","1","48"
"2018","REGIONI","ABRUZZO","TD","90","919410,41","67,78",,,"4,62","1","20"
"2018","REGIONI","LIGURIA","TD","18","762,21","5,56",,,"9,48","1","2"
"2018","REGIONI","SICILIA","TD","1099","4083936,28","51,41",,,"4,02","1","111"
"2018","REGIONI","TOSCANA","TD","15","218159","86,67",,,"6,11","1","6"
"2018","REGIONI","CALABRIA","TD","116","1683421,95","67,24",,,"3,66","1","25"
"2018","REGIONI","CAMPANIA","TD","167","2612439,37","96,41",,,"3,9","1","5"
"2018","REGIONI","PIEMONTE","TD","211","1653763,4","67,77",,,"7,78","1","23"
"2018","REGIONI","SARDEGNA","TD","24","342397,87","62,5",,,"2,8","1","9"
"2018","REGIONI","LOMBARDIA","TD","2","39000","50",,,"21,54","1","1"
"2018","REGIONI","BASILICATA","TD","43","401182,49","62,79",,,"6,66","1","7"
"2018","REGIONI","VALLE D'AOSTA","TD","488","1124243,85","31,15",,,"6,1","1","32"
"2018","REGIONI","EMILIA ROMAGNA","TD","142","1879480,48","78,17",,,"5,78","1","18"
"2018","REGIONI","TRENTINO ALTO ADIGE","TD","1","7780","100",,,"2,07","1","1"
"2018","REGIONI","FRIULI VENEZIA GIULIA","TD","242","2038859,44","58,26",,,"5,93","1","38"
"2018","PROVINCE","LAZIO","TD","215","2937015,54","63,26",,,"4,31","6","33"
"2018","PROVINCE","MARCHE","TD","198","1346270,71","57,07",,,"5,1","5","24"
"2018","PROVINCE","MOLISE","TD","2","5,29","50",,,"7,65","1","2"
"2018","PROVINCE","PUGLIA","TD","83","1011790,18","78,31",,,"4,38","5","15"
"2018","PROVINCE","UMBRIA","TD","105","335699,17","63,81",,,"4,1","2","13"
"2018","PROVINCE","VENETO","TD","591","3995822,28","67,01",,,"5,5","7","47"
"2018","PROVINCE","ABRUZZO","TD","114","558523,88","45,61",,,"3,95","4","17"
"2018","PROVINCE","LIGURIA","TD","54","174694,15","75,93",,,"7,44","4","9"
"2018","PROVINCE","SICILIA","TD","95","693896,72","66,32",,,"4,65","8","17"
"2018","PROVINCE","TOSCANA","TD","290","2139107,97","70",,,"6,25","10","42"
"2018","PROVINCE","CALABRIA","TD","74","210271,57","33,78",,,"4,13","5","12"
"2018","PROVINCE","CAMPANIA","TD","201","3347077,84","68,66",,,"5,33","5","23"
"2018","PROVINCE","PIEMONTE","TD","575","4122785,18","75,13",,,"4,93","8","46"
"2018","PROVINCE","SARDEGNA","TD","77","835109,92","75,32",,,"5,65","5","16"
"2018","PROVINCE","LOMBARDIA","TD","155","1210382,81","46,45",,,"6,07","12","29"
"2018","PROVINCE","BASILICATA","TD","55","399288,12","89,09",,,"5,43","2","9"
"2018","PROVINCE","EMILIA ROMAGNA","TD","528","3778124,48","68,94",,,"4,68","9","45"
"2018","PROVINCE","TRENTINO ALTO ADIGE","TD","164","127625,26","15,24",,,"5,49","2","6"
"2018","PROVINCE","FRIULI VENEZIA GIULIA","TD","2",,"0",,,"4,05","1","1"
"2018","CAMERE DI COMMERCIO","LAZIO","TD","231","1476448,21","67,97",,,"3,85","10","18"
"2018","CAMERE DI COMMERCIO","MARCHE","TD","24","18805,04","20,83",,,"4,21","1","3"
"2018","CAMERE DI COMMERCIO","MOLISE","TD","5",,"0",,,"1,6","1","1"
"2018","CAMERE DI COMMERCIO","PUGLIA","TD","33","109091,42","75,76",,,"9,11","5","5"
"2018","CAMERE DI COMMERCIO","UMBRIA","TD","72","255996,66","90,28",,,"7,03","4","4"
"2018","CAMERE DI COMMERCIO","VENETO","TD","110","443166,49","71,82",,,"5,08","6","9"
"2018","CAMERE DI COMMERCIO","ABRUZZO","TD","32","200374","71,88",,,"5,1","3","3"
"2018","CAMERE DI COMMERCIO","LIGURIA","TD","35","129014,2","51,43",,,"5,09","4","4"
"2018","CAMERE DI COMMERCIO","SICILIA","TD","25","76865","60",,,"1,16","3","4"
"2018","CAMERE DI COMMERCIO","TOSCANA","TD","149","354093,48","40,94",,,"4,79","12","14"
"2018","CAMERE DI COMMERCIO","CALABRIA","TD","29","96603,13","62,07",,,"6,14","4","6"
"2018","CAMERE DI COMMERCIO","CAMPANIA","TD","72","191993,1","50",,,"3,57","6","7"
"2018","CAMERE DI COMMERCIO","PIEMONTE","TD","118","116577,97","33,9",,,"6,22","9","11"
"2018","CAMERE DI COMMERCIO","SARDEGNA","TD","38","120283,08","39,47",,,"3,57","6","7"
"2018","CAMERE DI COMMERCIO","LOMBARDIA","TD","93","193510,3","40,86",,,"6","6","6"
"2018","CAMERE DI COMMERCIO","BASILICATA","TD","4","2650","50",,,"6,66","2","2"
"2018","CAMERE DI COMMERCIO","VALLE D'AOSTA","TD","6","20000","83,33",,,"6,28","1","1"
"2018","CAMERE DI COMMERCIO","EMILIA ROMAGNA","TD","68","154013,45","55,88",,,"6,05","8","10"
"2018","CAMERE DI COMMERCIO","TRENTINO ALTO ADIGE","TD","19","45729","52,63",,,"10,07","2","2"
"2018","CAMERE DI COMMERCIO","FRIULI VENEZIA GIULIA","TD","205","199649,01","35,61",,,"5,65","4","5"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","TD","283","6500","1,41",,,"1,69","5","5"
"2018","CONSERVATORI E ACCADEMIE","MARCHE","TD","76","134714,07","82,89",,,"3,3","3","3"
"2018","CONSERVATORI E ACCADEMIE","PUGLIA","TD","41","25850","9,76",,,"4,88","5","6"
"2018","CONSERVATORI E ACCADEMIE","UMBRIA","TD","10","49630","50",,,"4,28","1","1"
"2018","CONSERVATORI E ACCADEMIE","VENETO","TD","51","65725","7,84",,,"5,49","7","9"
"2018","CONSERVATORI E ACCADEMIE","ABRUZZO","TD","33","22640","24,24",,,"5,85","3","3"
"2018","CONSERVATORI E ACCADEMIE","LIGURIA","TD","9","28941,56","77,78",,,"5,87","2","2"
"2018","CONSERVATORI E ACCADEMIE","SICILIA","TD","32","12300","9,38",,,"3,22","4","4"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","TD","125","145776,44","24",,,"4,17","6","8"
"2018","CONSERVATORI E ACCADEMIE","CALABRIA","TD","60","11800","6,67",,,"5,16","4","4"
"2018","CONSERVATORI E ACCADEMIE","CAMPANIA","TD","68","50110","36,76",,,"3,32","4","4"
"2018","CONSERVATORI E ACCADEMIE","PIEMONTE","TD","62","9990","3,23",,,"7,2","4","4"
"2018","CONSERVATORI E ACCADEMIE","SARDEGNA","TD","16","47099,49","100",,,"5,02","2","2"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","TD","101","301778","32,67",,,"4,45","7","8"
"2018","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","TD","193","379354,9","77,2",,,"4,56","4","4"
"2018","CONSERVATORI E ACCADEMIE","TRENTINO ALTO ADIGE","TD","3",,"0",,,"0,95","1","1"
"2018","CONSERVATORI E ACCADEMIE","FRIULI VENEZIA GIULIA","TD","75","7955","20",,,"2,35","2","2"
"2018","ISTITUTI/ENTI DI RICERCA","LAZIO","TD","2755","12676526,6","42,58",,,"5,82","13","123"
"2018","ISTITUTI/ENTI DI RICERCA","MARCHE","TD","39","263597,6","100",,,"3,51","2","3"
"2018","ISTITUTI/ENTI DI RICERCA","PUGLIA","TD","163","310349,84","53,37",,,"5,49","2","19"
"2018","ISTITUTI/ENTI DI RICERCA","UMBRIA","TD","61","73686,46","37,7",,,"3,61","2","6"
"2018","ISTITUTI/ENTI DI RICERCA","VENETO","TD","251","131099,36","49,4",,,"4,47","2","8"
"2018","ISTITUTI/ENTI DI RICERCA","ABRUZZO","TD","22","112610,06","68,18",,,"5,52","4","4"
"2018","ISTITUTI/ENTI DI RICERCA","LIGURIA","TD","18","7437,07","38,89",,,"3,11","1","6"
"2018","ISTITUTI/ENTI DI RICERCA","SICILIA","TD","287","535046,46","37,98",,,"5,66","4","20"
"2018","ISTITUTI/ENTI DI RICERCA","TOSCANA","TD","697","1300405,43","50,22",,,"4,83","3","26"
"2018","ISTITUTI/ENTI DI RICERCA","CALABRIA","TD","26","29053,04","61,54",,,"4,03","1","7"
"2018","ISTITUTI/ENTI DI RICERCA","CAMPANIA","TD","361","878624,63","38,5",,,"4,58","4","30"
"2018","ISTITUTI/ENTI DI RICERCA","PIEMONTE","TD","117","329198,1","24,79",,,"4,23","5","11"
"2018","ISTITUTI/ENTI DI RICERCA","SARDEGNA","TD","113","112204,45","32,74",,,"4,1","3","10"
"2018","ISTITUTI/ENTI DI RICERCA","LOMBARDIA","TD","271","299250,39","27,31",,,"4,54","3","22"
"2018","ISTITUTI/ENTI DI RICERCA","BASILICATA","TD","43","5950","4,65",,,"6,85","1","2"
"2018","ISTITUTI/ENTI DI RICERCA","EMILIA ROMAGNA","TD","173","305705,72","41,04",,,"5,57","4","14"
"2018","ISTITUTI/ENTI DI RICERCA","TRENTINO ALTO ADIGE","TD","32","34852,2","75",,,"3,96","4","5"
"2018","ISTITUTI/ENTI DI RICERCA","FRIULI VENEZIA GIULIA","TD","272","459693,72","48,9",,,"3,62","5","16"
"2018","ASSOCIAZIONI E FONDAZIONI","LAZIO","TD","155","667121,67","44,52",,,"6,33","17","23"
"2018","ASSOCIAZIONI E FONDAZIONI","MARCHE","TD","9","5300","33,33",,,"2,77","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","PUGLIA","TD","13","13950","23,08",,,"1,01","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","UMBRIA","TD","11","161025","63,64",,,"3,08","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","VENETO","TD","27","108200","33,33",,,"2,2","4","4"
"2018","ASSOCIAZIONI E FONDAZIONI","SICILIA","TD","96","95844,3","19,79",,,"3,04","5","5"
"2018","ASSOCIAZIONI E FONDAZIONI","TOSCANA","TD","69","219766,21","79,71",,,"3,77","5","5"
"2018","ASSOCIAZIONI E FONDAZIONI","CALABRIA","TD","17","272680","52,94",,,"4,1","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","CAMPANIA","TD","20","383022,5","75",,,"6,42","3","4"
"2018","ASSOCIAZIONI E FONDAZIONI","PIEMONTE","TD","8","15000","12,5",,,"5,44","3","4"
"2018","ASSOCIAZIONI E FONDAZIONI","SARDEGNA","TD","5","2700","20",,,"1,21","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","LOMBARDIA","TD","87","338950","26,44",,,"4,52","8","8"
"2018","ASSOCIAZIONI E FONDAZIONI","BASILICATA","TD","1","25100","100",,,"6,07","1","1"
"2018","ASSOCIAZIONI E FONDAZIONI","VALLE D'AOSTA","TD","7","2928,9","57,14",,,"5,9","3","3"
"2018","ASSOCIAZIONI E FONDAZIONI","EMILIA ROMAGNA","TD","74","261252","60,81",,,"3,08","8","9"
"2018","ASSOCIAZIONI E FONDAZIONI","TRENTINO ALTO ADIGE","TD","67","541490","55,22",,,"3,82","3","3"
"2018","ASSOCIAZIONI E FONDAZIONI","FRIULI VENEZIA GIULIA","TD","20","34200","10",,,"3,62","4","4"
"2018","UNIVERSITA' E POLITECNICI","LAZIO","TD","6419","11472158,53","32,9",,,"4,36","6","189"
"2018","UNIVERSITA' E POLITECNICI","MARCHE","TD","1458","3868381,3","63,51",,,"4,95","5","44"
"2018","UNIVERSITA' E POLITECNICI","MOLISE","TD","28","170714,21","82,14",,,"7,22","1","6"
"2018","UNIVERSITA' E POLITECNICI","PUGLIA","TD","1221","2091882,5","41,61",,,"4,39","4","56"
"2018","UNIVERSITA' E POLITECNICI","UMBRIA","TD","1050","1990849,43","38,29",,,"3,43","2","28"
"2018","UNIVERSITA' E POLITECNICI","VENETO","TD","3290","7508868,93","45,23",,,"4,7","5","92"
"2018","UNIVERSITA' E POLITECNICI","ABRUZZO","TD","1871","2328273,91","33,62",,,"3,67","3","30"
"2018","UNIVERSITA' E POLITECNICI","LIGURIA","TD","498","1421527,82","63,25",,,"4,46","1","62"
"2018","UNIVERSITA' E POLITECNICI","SICILIA","TD","1180","1540464,03","36,19",,,"4,82","3","49"
"2018","UNIVERSITA' E POLITECNICI","TOSCANA","TD","2885","5024313,33","54,66",,,"3,74","8","107"
"2018","UNIVERSITA' E POLITECNICI","CALABRIA","TD","783","1456650,21","59,64",,,"4,8","3","40"
"2018","UNIVERSITA' E POLITECNICI","CAMPANIA","TD","4938","8227199,73","36,7",,,"5,7","7","117"
"2018","UNIVERSITA' E POLITECNICI","PIEMONTE","TD","2829","5977139,57","46,38",,,"4,54","3","84"
"2018","UNIVERSITA' E POLITECNICI","SARDEGNA","TD","670","2261888,93","48,81",,,"3,97","2","47"
"2018","UNIVERSITA' E POLITECNICI","LOMBARDIA","TD","7305","9198854,22","43,13",,,"4,01","8","159"
"2018","UNIVERSITA' E POLITECNICI","BASILICATA","TD","57","296041,87","66,67",,,"4,51","1","6"
"2018","UNIVERSITA' E POLITECNICI","VALLE D'AOSTA","TD","11","25020","81,82",,,"4,56","1","2"
"2018","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","TD","6244","20523588,95","63,18",,,"4,48","4","181"
"2018","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","TD","121","521562,82","67,77",,,"3,23","1","10"
"2018","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","TD","818","1572662,88","31,91",,,"6,19","3","22"
"2018","ENTI DI DIRITTO ALLO STUDIO","LAZIO","TD","64","662989,99","93,75",,,"1,28","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","MARCHE","TD","22","297170,1","59,09",,,"5,66","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","PUGLIA","TD","1","2500","100",,,"7,26","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","UMBRIA","TD","12","119530,79","66,67",,,"3,65","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","TD","107","1105767,89","82,24",,,"6,14","3","4"
"2018","ENTI DI DIRITTO ALLO STUDIO","ABRUZZO","TD","6","121802","66,67",,,"11,67","2","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","LIGURIA","TD","75",,"0",,,"7,72","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","SICILIA","TD","19","60790,88","26,32",,,"4,51","4","4"
"2018","ENTI DI DIRITTO ALLO STUDIO","TOSCANA","TD","4","55443","75",,,"10,99","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","CAMPANIA","TD","68","511448,93","73,53",,,"2,84","1","6"
"2018","ENTI DI DIRITTO ALLO STUDIO","PIEMONTE","TD","5","5000","20",,,"2,57","1","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","SARDEGNA","TD","10","86540","70",,,"4,16","2","3"
"2018","ENTI DI DIRITTO ALLO STUDIO","LOMBARDIA","TD","8","61027","75",,,"2,99","1","2"
"2018","ENTI DI DIRITTO ALLO STUDIO","EMILIA ROMAGNA","TD","2","28000","50",,,"5,21","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","FRIULI VENEZIA GIULIA","TD","7","19520","28,57",,,"4,76","1","2"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","TD","18963","71282529,71","55,84",,,"3,95","16","777"
"2018","MINISTERI E AGENZIE FISCALI","MARCHE","TD","2369","6793380,3","62,77",,,"4,1","11","145"
"2018","MINISTERI E AGENZIE FISCALI","MOLISE","TD","350","1429511,72","67,71",,,"4,85","8","51"
"2018","MINISTERI E AGENZIE FISCALI","PUGLIA","TD","6787","11939438,87","35,41",,,"3,72","13","373"
"2018","MINISTERI E AGENZIE FISCALI","UMBRIA","TD","1874","2978241,05","47,55",,,"4,35","10","127"
"2018","MINISTERI E AGENZIE FISCALI","VENETO","TD","4624","8834246,45","55,69",,,"4,69","13","313"
"2018","MINISTERI E AGENZIE FISCALI","ABRUZZO","TD","1496","4381556,43","56,02",,,"3,74","10","112"
"2018","MINISTERI E AGENZIE FISCALI","LIGURIA","TD","3963","6080569","41,46",,,"4,97","12","145"
"2018","MINISTERI E AGENZIE FISCALI","SICILIA","TD","7430","13143201,11","42,46",,,"4,78","12","304"
"2018","MINISTERI E AGENZIE FISCALI","TOSCANA","TD","4725","12862492,78","53,99",,,"5,34","13","321"
"2018","MINISTERI E AGENZIE FISCALI","CALABRIA","TD","1789","3200353,56","50,42",,,"3,58","10","162"
"2018","MINISTERI E AGENZIE FISCALI","CAMPANIA","TD","6190","13405964,14","53,36",,,"3,81","13","510"
"2018","MINISTERI E AGENZIE FISCALI","PIEMONTE","TD","3665","8613416,09","51,13",,,"4,38","13","343"
"2018","MINISTERI E AGENZIE FISCALI","SARDEGNA","TD","2170","5052548,95","51,15",,,"3,78","10","163"
"2018","MINISTERI E AGENZIE FISCALI","LOMBARDIA","TD","7216","13851200,14","44,4",,,"3,48","12","651"
"2018","MINISTERI E AGENZIE FISCALI","BASILICATA","TD","693","1318542,2","56,71",,,"4,04","8","57"
"2018","MINISTERI E AGENZIE FISCALI","VALLE D'AOSTA","TD","52","109876,31","69,23",,,"5,6","4","14"
"2018","MINISTERI E AGENZIE FISCALI","EMILIA ROMAGNA","TD","3459","6413560,57","45,71",,,"4,45","13","316"
"2018","MINISTERI E AGENZIE FISCALI","TRENTINO ALTO ADIGE","TD","424","1867765,11","74,76",,,"3,58","9","23"
"2018","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","TD","2921","6218929,25","57,75",,,"4,56","11","159"
"2018","COMITATI E ORDINI PROFESSIONALI","LAZIO","TD","85","815997","80",,,"3,97","11","12"
"2018","COMITATI E ORDINI PROFESSIONALI","MARCHE","TD","4","57000","75",,,"9,66","1","1"
"2018","COMITATI E ORDINI PROFESSIONALI","PUGLIA","TD","2",,"0",,,"0,16","1","1"
"2018","COMITATI E ORDINI PROFESSIONALI","UMBRIA","TD","22",,"0",,,"5,86","2","2"
"2018","COMITATI E ORDINI PROFESSIONALI","VENETO","TD","10","4379,67","30",,,"8,64","6","6"
"2018","COMITATI E ORDINI PROFESSIONALI","ABRUZZO","TD","4","17396","50",,,"6,82","4","4"
"2018","COMITATI E ORDINI PROFESSIONALI","SICILIA","TD","7","63042,29","71,43",,,"8,75","3","3"
"2018","COMITATI E ORDINI PROFESSIONALI","TOSCANA","TD","27","98981,92","66,67",,,"4,16","4","4"
"2018","COMITATI E ORDINI PROFESSIONALI","CAMPANIA","TD","7","31500","42,86",,,"2,84","4","4"
"2018","COMITATI E ORDINI PROFESSIONALI","SARDEGNA","TD","6","2800","16,67",,,"6,19","2","2"
"2018","COMITATI E ORDINI PROFESSIONALI","LOMBARDIA","TD","20","2500","5",,,"6,94","3","3"
"2018","COMITATI E ORDINI PROFESSIONALI","EMILIA ROMAGNA","TD","9","12490","33,33",,,"12,59","5","5"
"2018","COMITATI E ORDINI PROFESSIONALI","FRIULI VENEZIA GIULIA","TD","2","225","100",,,"20,24","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","TD","138","970869,17","63,04",,,"4,25","13","18"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","MARCHE","TD","26","45962,92","88,46",,,"4,02","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PUGLIA","TD","14","22180","42,86",,,"7,36","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","TD","10","27750","100",,,"5,06","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","ABRUZZO","TD","34","159136,38","67,65",,,"6,88","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LIGURIA","TD","2",,"0",,,"2,19","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","TD","21","99880","66,67",,,"18,2","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TOSCANA","TD","39","243905,09","89,74",,,"4,68","2","3"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CALABRIA","TD","10",,"0",,,"8,51","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","TD","3","1870","66,67",,,"3,54","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","TD","6","3100","83,33",,,"2,54","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SARDEGNA","TD","41","222879,12","90,24",,,"9,85","2","3"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","TD","1","30800","100",,,"12,13","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","TD","10","38538,38","100",,,"4,94","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","TD","9","164270","88,89",,,"13,32","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","TD","20","128048,44","95",,,"8,47","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","FRIULI VENEZIA GIULIA","TD","12","23865","100",,,"5,97","1","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","TD","260","1819369,14","35,77",,,"5,82","10","22"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","TD","1667","7465704,33","35,63",,,"6,02","1","26"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","TD","40","78060","10",,,"4,62","1","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","TD","43","207548,8","23,26",,,"6,91","3","7"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","UMBRIA","TD","1417","14347920,14","44,67",,,"7,43","2","9"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","TD","2026","17743380,94","51,63",,,"4,84","10","64"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","ABRUZZO","TD","872","3445444,93","25,8",,,"5,65","4","12"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LIGURIA","TD","159","1950608,11","19,5",,,"6,81","5","9"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","SICILIA","TD","1055","3924817,56","41,8",,,"5,59","9","29"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","TOSCANA","TD","10","44388","40",,,"3,31","3","6"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CALABRIA","TD","110","345199","14,55",,,"6,58","4","10"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","CAMPANIA","TD","1369","3428446,48","17,82",,,"4,94","7","23"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PIEMONTE","TD","1696","8971691,71","24,35",,,"7,1","11","47"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","SARDEGNA","TD","646","5071188,25","52,32",,,"5,62","1","29"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LOMBARDIA","TD","306","68352,56","20,59",,,"3,92","6","9"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","BASILICATA","TD","300","1999606,19","26,67",,,"5,38","2","9"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VALLE D'AOSTA","TD","58","89232,05","8,62",,,"7,31","1","5"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","EMILIA ROMAGNA","TD","1801","15784047,49","31,59",,,"5,32","8","37"
