#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Tipo_negoziazione,N_Negoziazioni_Pubblicate,Valore_economico_Base_Asta,Perc_Negoziazioni_base_asta,Perc_RdO_con_invito_selettivo,N_medio_fornitori_invitati,Tempo_medio_offerte,N_PA_Appaltanti,N_PO
"2018","REGIONI","VALLE D'AOSTA","RdO","189","3065499,17",,"87,3015873015873","25,8060606060606","11,08","1","32"
"2018","REGIONI","EMILIA ROMAGNA","RdO","55","4805477,82",,"100","6,14545454545455","12,52","1","15"
"2018","REGIONI","TRENTINO ALTO ADIGE","RdO","26","712872,04",,"96,1538461538462","7,32","15,74","1","5"
"2018","REGIONI","FRIULI VENEZIA GIULIA","RdO","182","6352481,3",,"78,5714285714286","35,5104895104895","13,72","1","29"
"2018","PROVINCE","LAZIO","RdO","145","13370860,68",,"91,0344827586207","139,659090909091","17,38","5","24"
"2018","PROVINCE","MARCHE","RdO","191","4466732,07",,"94,7643979057592","204,110497237569","8,74","5","21"
"2018","PROVINCE","MOLISE","RdO","12","251867,09",,"66,6666666666667","26,25","11,99","2","4"
"2018","PROVINCE","PUGLIA","RdO","138","6597442,52",,"79,7101449275362","68,8","14,76","6","19"
"2018","PROVINCE","UMBRIA","RdO","105","3049071,47",,"97,1428571428571","396,186274509804","8,03","2","12"
"2018","PROVINCE","VENETO","RdO","338","16370528,38",,"85,7988165680473","21,3793103448276","11,36","7","38"
"2018","PROVINCE","ABRUZZO","RdO","63","3133443,85",,"96,875","66,9354838709677","10,22","4","13"
"2018","PROVINCE","LIGURIA","RdO","90","7451448,43",,"94,4444444444444","16,2705882352941","15,64","4","11"
"2018","PROVINCE","SICILIA","RdO","151","7725340,48",,"81,4569536423841","367,707317073171","14,06","9","29"
"2018","PROVINCE","TOSCANA","RdO","225","13601529,86",,"52,8888888888889","881,218487394958","15,96","10","27"
"2018","PROVINCE","CALABRIA","RdO","159","4700992,48",,"88,6792452830189","244,886524822695","11,4","5","19"
"2018","PROVINCE","CAMPANIA","RdO","262","47923754,97",,"57,6335877862595","65,6490066225166","14,91","5","25"
"2018","PROVINCE","PIEMONTE","RdO","262","25205651,67",,"81,6793893129771","349,878504672897","13,88","7","25"
"2018","PROVINCE","SARDEGNA","RdO","98","2019836,87",,"89,7959183673469","554,25","12,73","5","18"
"2018","PROVINCE","LOMBARDIA","RdO","110","1945195,46",,"94,5454545454545","15,2403846153846","10,29","12","28"
"2018","PROVINCE","BASILICATA","RdO","17","894122,16",,"47,0588235294118","14,25","13,19","2","4"
"2018","PROVINCE","EMILIA ROMAGNA","RdO","197","12786932,18",,"80,7106598984772","33,0754716981132","11,28","9","33"
"2018","PROVINCE","TRENTINO ALTO ADIGE","RdO","118","1071435,5",,"83,8983050847458","4,62626262626263","10,1","2","12"
"2018","CAMERE DI COMMERCIO","LAZIO","RdO","166","5737321,16",,"93,9759036144578","252,038461538462","13,19","12","20"
"2018","CAMERE DI COMMERCIO","MARCHE","RdO","38","307395,24",,"71,0526315789474","38,962962962963","14,86","2","5"
"2018","CAMERE DI COMMERCIO","MOLISE","RdO","1","1175",,"100","5","13,89","1","1"
"2018","CAMERE DI COMMERCIO","PUGLIA","RdO","64","1610336",,"98,4375","43,9523809523809","14,16","6","8"
"2018","CAMERE DI COMMERCIO","UMBRIA","RdO","32","343490",,"100","55,625","10,72","2","2"
"2018","CAMERE DI COMMERCIO","VENETO","RdO","173","1946060,82",,"75,7225433526011","264,656488549618","10,35","8","12"
"2018","CAMERE DI COMMERCIO","ABRUZZO","RdO","46","997100,5",,"65,2173913043478","231,233333333333","14,48","6","6"
"2018","CAMERE DI COMMERCIO","LIGURIA","RdO","31","448169,2",,"48,3870967741936","70,6","12,86","3","3"
"2018","CAMERE DI COMMERCIO","SICILIA","RdO","4","42560",,"100","75,25","7,18","1","3"
"2018","CAMERE DI COMMERCIO","TOSCANA","RdO","125","987381,88",,"80","248,59","11,81","11","16"
"2018","CAMERE DI COMMERCIO","CALABRIA","RdO","48","516433,43",,"41,6666666666667","64,2","12,74","6","11"
"2018","CAMERE DI COMMERCIO","CAMPANIA","RdO","84","1103740,09",,"70,2380952380952","876,847457627119","11,66","9","14"
"2018","CAMERE DI COMMERCIO","PIEMONTE","RdO","126","1662539,33",,"88,0952380952381","37,0900900900901","13,4","11","14"
"2018","CAMERE DI COMMERCIO","SARDEGNA","RdO","34","644981,55",,"70,5882352941177","32,2916666666667","9,14","6","8"
"2018","CAMERE DI COMMERCIO","LOMBARDIA","RdO","39","211638,45",,"84,6153846153846","342,212121212121","10,21","9","9"
"2018","CAMERE DI COMMERCIO","VALLE D'AOSTA","RdO","7","38891,56",,"71,4285714285714","10,2","13,28","1","1"
"2018","CAMERE DI COMMERCIO","EMILIA ROMAGNA","RdO","107","811984",,"91,588785046729","20,5204081632653","7,42","9","11"
"2018","CAMERE DI COMMERCIO","TRENTINO ALTO ADIGE","RdO","8","288854",,"100","237,375","16,29","2","2"
"2018","CAMERE DI COMMERCIO","FRIULI VENEZIA GIULIA","RdO","43","580759,18",,"100","5,41860465116279","7,24","5","8"
"2018","CONSERVATORI E ACCADEMIE","LAZIO","RdO","84","1178045,47",,"96,4285714285714","246,654320987654","7,29","7","7"
"2018","CONSERVATORI E ACCADEMIE","MARCHE","RdO","4","11600",,"75","118,666666666667","8,96","2","2"
"2018","CONSERVATORI E ACCADEMIE","PUGLIA","RdO","59","655340,93",,"100","19,5593220338983","16,7","6","7"
"2018","CONSERVATORI E ACCADEMIE","UMBRIA","RdO","13","15600",,"100","893","5,55","1","1"
"2018","CONSERVATORI E ACCADEMIE","VENETO","RdO","33","162173,3",,"87,8787878787879","9,86206896551724","22,52","7","9"
"2018","CONSERVATORI E ACCADEMIE","ABRUZZO","RdO","15","127524",,"60","13,6666666666667","11,59","4","4"
"2018","CONSERVATORI E ACCADEMIE","LIGURIA","RdO","11","19872,13",,"100","4,81818181818182","12,49","2","2"
"2018","CONSERVATORI E ACCADEMIE","SICILIA","RdO","35","128676,28",,"100","461","13,39","2","2"
"2018","CONSERVATORI E ACCADEMIE","TOSCANA","RdO","45","442510,69",,"64,4444444444444","136,689655172414","14,73","4","4"
"2018","CONSERVATORI E ACCADEMIE","CALABRIA","RdO","36","187560",,"88,8888888888889","15,03125","12,88","4","4"
"2018","CONSERVATORI E ACCADEMIE","CAMPANIA","RdO","98","727439",,"81,6326530612245","12,725","13,16","4","5"
"2018","CONSERVATORI E ACCADEMIE","PIEMONTE","RdO","60","939482,88",,"100","29,85","13,48","5","8"
"2018","CONSERVATORI E ACCADEMIE","SARDEGNA","RdO","40","294104,69",,"57,5","8,47826086956522","15,3","3","3"
"2018","CONSERVATORI E ACCADEMIE","LOMBARDIA","RdO","33","1188689,35",,"75,7575757575758","106,04","17,58","5","6"
"2018","CONSERVATORI E ACCADEMIE","BASILICATA","RdO","32","89851,11",,"53,125","5,35294117647059","13,45","2","2"
"2018","CONSERVATORI E ACCADEMIE","EMILIA ROMAGNA","RdO","43","509850",,"95,3488372093023","14,9024390243902","14,21","6","6"
"2018","CONSERVATORI E ACCADEMIE","FRIULI VENEZIA GIULIA","RdO","13","182945,61",,"92,3076923076923","5,91666666666667","20,11","2","2"
"2018","ISTITUTI/ENTI DI RICERCA","LAZIO","RdO","2473","33535475,64",,"68,4507042253521","349,156378600823","11,36","14","115"
"2018","ISTITUTI/ENTI DI RICERCA","MARCHE","RdO","26","177433,8",,"100","59,9615384615385","6,44","2","2"
"2018","ISTITUTI/ENTI DI RICERCA","PUGLIA","RdO","372","1900133,86",,"40,3743315508021","347,655629139073","11,86","2","23"
"2018","ISTITUTI/ENTI DI RICERCA","UMBRIA","RdO","38","161630,38",,"97,3684210526316","426,756756756757","8,07","2","5"
"2018","ISTITUTI/ENTI DI RICERCA","VENETO","RdO","187","784267,91",,"47,5935828877005","76,6179775280899","9,27","2","8"
"2018","ISTITUTI/ENTI DI RICERCA","ABRUZZO","RdO","134","1966106,88",,"75,5555555555556","231,43137254902","12,37","4","4"
"2018","ISTITUTI/ENTI DI RICERCA","LIGURIA","RdO","25","96503,16",,"68","197,882352941176","10,61","1","6"
"2018","ISTITUTI/ENTI DI RICERCA","SICILIA","RdO","315","3664561,49",,"73,8170347003155","39,482905982906","11,47","4","24"
"2018","ISTITUTI/ENTI DI RICERCA","TOSCANA","RdO","493","4910744,31",,"76,1133603238866","310,965425531915","9,68","3","30"
"2018","ISTITUTI/ENTI DI RICERCA","CALABRIA","RdO","119","441191,23",,"73,5537190082645","38,6629213483146","8,92","1","11"
"2018","ISTITUTI/ENTI DI RICERCA","CAMPANIA","RdO","555","2982071,54",,"63,8640429338104","379,257703081232","11,82","3","37"
"2018","ISTITUTI/ENTI DI RICERCA","PIEMONTE","RdO","71","1211590,12",,"61,9718309859155","136,295454545455","12,17","4","9"
"2018","ISTITUTI/ENTI DI RICERCA","SARDEGNA","RdO","91","1078320,86",,"48,9130434782609","3,97777777777778","10,78","3","12"
"2018","ISTITUTI/ENTI DI RICERCA","LOMBARDIA","RdO","279","1478950,79",,"53,405017921147","370","10,7","2","24"
"2018","ISTITUTI/ENTI DI RICERCA","BASILICATA","RdO","19","183009",,"21,0526315789474","5849,75","16,38","1","1"
"2018","ISTITUTI/ENTI DI RICERCA","EMILIA ROMAGNA","RdO","304","1663537,75",,"79,4788273615635","260,713114754098","14,09","4","13"
"2018","ISTITUTI/ENTI DI RICERCA","TRENTINO ALTO ADIGE","RdO","42","167252,99",,"50","38,8571428571429","11,81","3","5"
"2018","ISTITUTI/ENTI DI RICERCA","FRIULI VENEZIA GIULIA","RdO","152","1847501,43",,"70,7792207792208","320,532110091743","12,29","5","17"
"2018","ASSOCIAZIONI E FONDAZIONI","LAZIO","RdO","132","4077834,37",,"80,3030303030303","1418,65094339623","12,97","13","23"
"2018","ASSOCIAZIONI E FONDAZIONI","MOLISE","RdO","1","3500",,"100","3","5,04","1","1"
"2018","ASSOCIAZIONI E FONDAZIONI","PUGLIA","RdO","44","324990",,"95,4545454545455","3010,14285714286","4,51","1","1"
"2018","ASSOCIAZIONI E FONDAZIONI","UMBRIA","RdO","65","1046855,79",,"98,4615384615385","5,46875","4,46","3","3"
"2018","ASSOCIAZIONI E FONDAZIONI","VENETO","RdO","6","163949,98",,"83,3333333333333","7","12,78","3","3"
"2018","ASSOCIAZIONI E FONDAZIONI","SICILIA","RdO","156","6088492,6",,"19,8717948717949","25,1290322580645","17,08","6","7"
"2018","ASSOCIAZIONI E FONDAZIONI","TOSCANA","RdO","43","572229",,"44,1860465116279","5,94736842105263","9,24","4","4"
"2018","ASSOCIAZIONI E FONDAZIONI","CALABRIA","RdO","7","34824,14",,"100","1665,57142857143","9,18","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","CAMPANIA","RdO","246","879698",,"100","1,73983739837398","3,6","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","PIEMONTE","RdO","39","601030",,"97,4358974358974","306","10,81","5","7"
"2018","ASSOCIAZIONI E FONDAZIONI","SARDEGNA","RdO","29","103225,3",,"100","298,620689655172","4,18","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","LOMBARDIA","RdO","14","929759,5",,"100","3,21428571428571","14,61","6","6"
"2018","ASSOCIAZIONI E FONDAZIONI","BASILICATA","RdO","4","31000",,"100","85,75","8,64","1","1"
"2018","ASSOCIAZIONI E FONDAZIONI","VALLE D'AOSTA","RdO","8","38949",,"100","5,25","9,85","2","2"
"2018","ASSOCIAZIONI E FONDAZIONI","EMILIA ROMAGNA","RdO","30","457317,18",,"46,6666666666667","4,64285714285714","12,49","6","6"
"2018","ASSOCIAZIONI E FONDAZIONI","TRENTINO ALTO ADIGE","RdO","392","2847953,66",,"99,234693877551","121,431876606684","6,98","3","3"
"2018","ASSOCIAZIONI E FONDAZIONI","FRIULI VENEZIA GIULIA","RdO","31","364618,05",,"100","4,54838709677419","9,6","3","3"
"2018","UNIVERSITA' E POLITECNICI","LAZIO","RdO","2154","22071210,23",,"77,6492364645997","223,650178784267","10,91","6","148"
"2018","UNIVERSITA' E POLITECNICI","MARCHE","RdO","259","4274815,64",,"92,3076923076923","7,10416666666667","10,82","5","31"
"2018","UNIVERSITA' E POLITECNICI","MOLISE","RdO","89","953198,46",,"74,1573033707865","719,69696969697","14,62","1","5"
"2018","UNIVERSITA' E POLITECNICI","PUGLIA","RdO","1286","10318995,5",,"85,6920684292379","70,7350272232305","10,14","4","52"
"2018","UNIVERSITA' E POLITECNICI","UMBRIA","RdO","133","1820168,24",,"86,4661654135338","39,3217391304348","9,32","2","16"
"2018","UNIVERSITA' E POLITECNICI","VENETO","RdO","2643","26281992,74",,"75,8503401360544","152,435974090683","9,79","4","84"
"2018","UNIVERSITA' E POLITECNICI","ABRUZZO","RdO","582","5768891,86",,"97,2508591065292","88,0106007067138","8,01","3","31"
"2018","UNIVERSITA' E POLITECNICI","LIGURIA","RdO","528","6651068,58",,"69,2452830188679","265,198910081744","12,53","1","61"
"2018","UNIVERSITA' E POLITECNICI","SICILIA","RdO","1993","20916410,38",,"81,6774837743385","441,533618581907","12,09","4","67"
"2018","UNIVERSITA' E POLITECNICI","TOSCANA","RdO","759","7811060,41",,"84,9802371541502","78,9441860465116","9,09","8","75"
"2018","UNIVERSITA' E POLITECNICI","CALABRIA","RdO","675","4772041,65",,"80,6499261447563","1165,15201465201","10,45","3","36"
"2018","UNIVERSITA' E POLITECNICI","CAMPANIA","RdO","1428","24095470,97",,"64,7386759581882","385,40581270183","12,37","7","99"
"2018","UNIVERSITA' E POLITECNICI","PIEMONTE","RdO","2823","34334108,69",,"58,5633404104742","49,2779456193353","9,46","3","79"
"2018","UNIVERSITA' E POLITECNICI","SARDEGNA","RdO","1238","11278632,63",,"96,6265060240964","2199,50207813799","9,26","2","55"
"2018","UNIVERSITA' E POLITECNICI","LOMBARDIA","RdO","3288","35910196,02",,"82,5493171471927","469,873529411765","7,45","8","131"
"2018","UNIVERSITA' E POLITECNICI","BASILICATA","RdO","12","145720",,"100","10,3333333333333","17,4","1","3"
"2018","UNIVERSITA' E POLITECNICI","VALLE D'AOSTA","RdO","42","296663,27",,"100","3,9047619047619","11,47","1","3"
"2018","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","RdO","893","13316735,24",,"88,6160714285714","43,0188916876574","11,39","4","82"
"2018","UNIVERSITA' E POLITECNICI","TRENTINO ALTO ADIGE","RdO","113","1774092,9",,"100","127,238938053097","9,98","2","7"
"2018","UNIVERSITA' E POLITECNICI","FRIULI VENEZIA GIULIA","RdO","625","6207073,2",,"76,555023923445","157,708333333333","12,61","3","20"
"2018","ENTI DI DIRITTO ALLO STUDIO","LAZIO","RdO","9","255856,47",,"100","335,444444444444","21,54","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","MARCHE","RdO","17","2019924,97",,"82,3529411764706","1747,64285714286","17,32","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","PUGLIA","RdO","1","6909",,"100","7","10,1","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","UMBRIA","RdO","10","85465,51",,"60","75,5","11,91","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","VENETO","RdO","31","1654473,61",,"100","7,83870967741936","14,94","3","5"
"2018","ENTI DI DIRITTO ALLO STUDIO","ABRUZZO","RdO","1","2815",,"100","1","4,99","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","LIGURIA","RdO","5","56600",,"80","21","22,59","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","SICILIA","RdO","9","1020121,68",,"88,8888888888889","66,5","13,1","2","3"
"2018","ENTI DI DIRITTO ALLO STUDIO","TOSCANA","RdO","5","90700",,"100","17,2","12,36","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","CAMPANIA","RdO","11","651087,88",,"100","112,363636363636","11,92","1","5"
"2018","ENTI DI DIRITTO ALLO STUDIO","PIEMONTE","RdO","7","1010950",,"100","10,7142857142857","12,03","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","SARDEGNA","RdO","5","62236,5",,"100","2940,8","22,31","2","3"
"2018","ENTI DI DIRITTO ALLO STUDIO","LOMBARDIA","RdO","7","115800",,"85,7142857142857","2,83333333333333","14,56","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","EMILIA ROMAGNA","RdO","5","184280",,"100","11,4","21,96","1","1"
"2018","ENTI DI DIRITTO ALLO STUDIO","FRIULI VENEZIA GIULIA","RdO","2","1410420,96",,"100","112,5","27,34","1","1"
"2018","MINISTERI E AGENZIE FISCALI","LAZIO","RdO","16050","438635563,35",,"91,5037128712871","219,824237505917","11,22","16","851"
"2018","MINISTERI E AGENZIE FISCALI","MARCHE","RdO","2007","25299961,43",,"92,6331508213041","634,711982804944","12,01","11","182"
"2018","MINISTERI E AGENZIE FISCALI","MOLISE","RdO","357","4934375,79",,"92,7170868347339","166,679758308157","13,46","8","70"
"2018","MINISTERI E AGENZIE FISCALI","PUGLIA","RdO","8938","118639738,32",,"92,6785714285714","608,840197495183","9,36","13","467"
"2018","MINISTERI E AGENZIE FISCALI","UMBRIA","RdO","1023","11829128,74",,"92,6686217008798","302,172995780591","10,84","10","105"
"2018","MINISTERI E AGENZIE FISCALI","VENETO","RdO","3723","67097369,74",,"94,3835250066863","686,858033437234","11,13","12","383"
"2018","MINISTERI E AGENZIE FISCALI","ABRUZZO","RdO","1083","24356386,44",,"90,67405355494","78,081466395112","13,45","10","164"
"2018","MINISTERI E AGENZIE FISCALI","LIGURIA","RdO","3266","39885478,5",,"96,8195718654434","229,421036007581","9,9","12","143"
"2018","MINISTERI E AGENZIE FISCALI","SICILIA","RdO","6366","84283904,49",,"84,4482650828384","660,903387007218","10,58","12","466"
"2018","MINISTERI E AGENZIE FISCALI","TOSCANA","RdO","3643","41111819,01",,"93,7789904502046","293,834448647076","12,17","13","349"
"2018","MINISTERI E AGENZIE FISCALI","CALABRIA","RdO","2477","51073167,22",,"86,9670152855994","176,379740980574","13,73","11","418"
"2018","MINISTERI E AGENZIE FISCALI","CAMPANIA","RdO","6429","91994288,26",,"91,8212739641311","195,303418083853","9,98","13","619"
"2018","MINISTERI E AGENZIE FISCALI","PIEMONTE","RdO","2474","37862063,93",,"89,4524959742351","151,632763276328","13,41","11","343"
"2018","MINISTERI E AGENZIE FISCALI","SARDEGNA","RdO","2737","32029426,97",,"89,0710382513661","947,956646216769","11","12","214"
"2018","MINISTERI E AGENZIE FISCALI","LOMBARDIA","RdO","5427","73573484,97",,"95,6817346563763","270,429998079508","10,91","13","756"
"2018","MINISTERI E AGENZIE FISCALI","BASILICATA","RdO","327","10302262,37",,"95,1367781155015","53,5527156549521","15,95","8","87"
"2018","MINISTERI E AGENZIE FISCALI","VALLE D'AOSTA","RdO","140","1046216,07",,"95","129,744360902256","13,39","4","26"
"2018","MINISTERI E AGENZIE FISCALI","EMILIA ROMAGNA","RdO","2735","38904433,49",,"92,1789741724263","191,907655880032","12,32","13","364"
"2018","MINISTERI E AGENZIE FISCALI","TRENTINO ALTO ADIGE","RdO","883","9314181,17",,"76,7676767676768","574,137426900585","13,26","9","30"
"2018","MINISTERI E AGENZIE FISCALI","FRIULI VENEZIA GIULIA","RdO","1487","22574135,14",,"97,9208584842388","241,593150684932","11,23","11","161"
"2018","COMITATI E ORDINI PROFESSIONALI","LAZIO","RdO","27","1062097",,"81,4814814814815","6,22727272727273","15,04","7","8"
"2018","COMITATI E ORDINI PROFESSIONALI","PUGLIA","RdO","4","42700",,"100","183,5","7,78","2","2"
"2018","COMITATI E ORDINI PROFESSIONALI","ABRUZZO","RdO","1","2500",,"0",,"10,37","1","1"
"2018","COMITATI E ORDINI PROFESSIONALI","SICILIA","RdO","3","37624,16",,"100","1,66666666666667","20,91","1","1"
"2018","COMITATI E ORDINI PROFESSIONALI","PIEMONTE","RdO","2","2111,9",,"100","17,5","8,66","1","1"
"2018","COMITATI E ORDINI PROFESSIONALI","LOMBARDIA","RdO","1","550",,"100","4","5,02","1","1"
"2018","COMITATI E ORDINI PROFESSIONALI","EMILIA ROMAGNA","RdO","2","3400",,"100","778","14,92","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LAZIO","RdO","270","26267986,16",,"86,6666666666667","50,1623931623932","19,74","13","23"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","MARCHE","RdO","28","2944298,61",,"89,2857142857143","730,8","13,95","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","MOLISE","RdO","14","379461,72",,"50","22,1428571428571","23,93","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PUGLIA","RdO","56","2288691,28",,"77,1929824561403","18,0909090909091","12,83","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","UMBRIA","RdO","9","109600",,"88,8888888888889","113,625","15,61","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VENETO","RdO","54","1922811,84",,"88,8888888888889","166,208333333333","16,99","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","ABRUZZO","RdO","24","1438063,93",,"100","30,375","14,08","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LIGURIA","RdO","22","383012",,"100","13,3181818181818","14,75","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SICILIA","RdO","32","2841253,13",,"96,875","15,1935483870968","19,65","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TOSCANA","RdO","30","1536912,37",,"96,6666666666667","8,13793103448276","13,47","2","4"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CALABRIA","RdO","33","792383,4",,"63,6363636363636","532,904761904762","22,06","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","CAMPANIA","RdO","7","167000",,"28,5714285714286","7,5","13,49","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","PIEMONTE","RdO","43","2522092,53",,"90,6976744186046","499,25641025641","16,91","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","SARDEGNA","RdO","13","1518497,37",,"69,2307692307692","31,7777777777778","18,74","2","3"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","LOMBARDIA","RdO","30","1286400,99",,"70","125,47619047619","20,78","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","BASILICATA","RdO","14","88322,89",,"92,8571428571429","17","16,23","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","VALLE D'AOSTA","RdO","1","1200",,"0",,"13,88","1","1"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","EMILIA ROMAGNA","RdO","33","2106785,39",,"69,6969696969697","1461,91304347826","21,01","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","TRENTINO ALTO ADIGE","RdO","21","467323,24",,"100","774,809523809524","12,4","2","2"
"2018","ENTI, ISTITUTI E FONDI PREVIDENZIALI","FRIULI VENEZIA GIULIA","RdO","21","742771,47",,"100","379,142857142857","15,07","2","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LAZIO","RdO","810","37224210,71",,"59,7530864197531","607,204545454545","17,82","10","31"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MARCHE","RdO","1702","36204628,64",,"66,315172817809","68,0371024734982","10,9","1","31"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","MOLISE","RdO","615","5020412",,"98,6991869918699","13,0263591433278","9,72","1","2"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","PUGLIA","RdO","35","1940848,81",,"51,4285714285714","2096,66666666667","13,41","5","8"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","UMBRIA","RdO","375","14957156,26",,"96,2666666666667","5,36842105263158","11,2","2","7"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","VENETO","RdO","612","19814052,08",,"93,3115823817292","90,7884615384615","11,84","10","57"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","ABRUZZO","RdO","522","30111829,81",,"81,0344827586207","334,978723404255","15,46","4","14"
"2018","AZIENDE SANITARIE LOCALI E PROVINCIALI","LIGURIA","RdO","497","10428908,83",,"99","24,8363636363636","11,81","5","12"
